#id	annotatorid	label	a1	a2
1566_1607	goldLabel	a2	causes people to buy stuff that they don't need instead of spending the money on things that would bring them more happiness	many people buy online based on fake reviews and receive products that do not suit them.
1570_1586	goldLabel	a2	online shopping is very easy and attractive, it's cause people to spend more money on stuff they don't need	online shoppers are much more suspectible to advertisement and false presentations of products and services as they don't have any actual production in hands to evaluate.
1615_1565	goldLabel	a2	the separation between the client and the seller in online shopping often makes it harder for consumers to get help if there is a problem with their order.	online shops harms their users. the seller is many times hard to reach, or his information is wrong, so when you get a wrong or dysfunctioning product you are unlikely to be compensated.
1565_1567	goldLabel	a1	online shops harms their users. the seller is many times hard to reach, or his information is wrong, so when you get a wrong or dysfunctioning product you are unlikely to be compensated.	online shopping makes it so products are less accessible to people who don't have steady access to the internet or payment methods, given that stores are closing.
1583_1580	goldLabel	a1	online shopping enables any manufecturer to be part of the market. thus products are spread to people without passing quality comtrols, having the potential of harming the consumers.	everything jumps at you at all times, unlike normal shopping which makes you browse the shelves of a specific store. that makes you more likely to waste more money on things you don't really need.
1574_1588	goldLabel	a1	it is hard to regulate online shopping and because of that the costumer is more likely to be scammed	shopping is much more addictive when it is easily available at any time
1604_1596	goldLabel	a2	addictive and causes people to lose a lot of money by buying non stop	online shopping brings more harm than good because people tend to pay with credit cards and it encourages personal debt.
1576_1616	goldLabel	a2	people waste hours on browning and looking on shopping sites, they can used their time much better	online shopping encourages invasion of people's privacy by making mass data collection easier.
1585_1590	goldLabel	a2	online shopping encourages people to buy from shops far away from them, thus increasing unemployment in their city.	online shopping brings more harm than good because it gives businesses more information about their customers and invades their privacy without their even knowing it.
1609_1568	goldLabel	a2	when people buy online they usually buy a lot of things that they do not really need and spend their money wastefully.	online shopping requires transferring important personal data into the virtual space, making it more vulnerable to hackers attacks and misuse of information.
1578_1585	goldLabel	a2	online shopping cause damage to small stop owners whom can't compete amazon	online shopping encourages people to buy from shops far away from them, thus increasing unemployment in their city.
1581_1592	goldLabel	a2	makes peoeple spend money on things they don't need. with out it, even if you want something you must go out and find a shop, so you are less likely to buy on a whim.	most of online retailers are based in china or based on chinese products, streaming more money to the chinese economy, strengthening it instead of strengthening local economy which is probably weaker
1617_1589	goldLabel	a2	online shopping has more options than regular shopping, confusing customers and frustrating them, leading them to think that they can never be happy with the product they purchase	online shopping brings more harm than good because it allows american companies to dominate commerce in smaller countries and undermines their domestic retailers, such as amazon in ireland.
1575_1604	goldLabel	a1	online shopping brings more harm than good because it encourages reckless consumerism.	addictive and causes people to lose a lot of money by buying non stop
1611_1579	goldLabel	a2	online shopping is addictive and because it is so easy, it's easy for people to lose touch with reality.	online shopping exposes buyers to hackers who can steal their credit card numbers.
1613_1604	goldLabel	a1	online shopping leads people to buy more unnecessary things because it's easier to buy them.	addictive and causes people to lose a lot of money by buying non stop
1618_1617	goldLabel	a1	online shopping makes scams much more common, as it is both easier when the customers can't see the product and can't easily track the deceiver, and more profitable as it has a higher reach.	online shopping has more options than regular shopping, confusing customers and frustrating them, leading them to think that they can never be happy with the product they purchase
1611_1619	goldLabel	a2	online shopping is addictive and because it is so easy, it's easy for people to lose touch with reality.	online shopping lets companies know more about people's buying habits, making them more able to manipulate them to buying more.
1620_1613	goldLabel	a1	online shopping brings more harm than good because it is addictive to people in the same way that gambling is.	online shopping leads people to buy more unnecessary things because it's easier to buy them.
1621_1577	goldLabel	a2	people spend much more money than they can afford online because the purchase doesn't seems real, so they are more likely to get in debts	online shopping is harming the local market significantly, causing people to lose their jobs or businesses because they can't compete in the price war
1606_1587	goldLabel	a1	online shopping is harming family businesses based on homemade products rather than on technology, because the owner is not likely to open an online page for his shop and compete with large retailers	the fact that it is extremely easy to buy things make people buy more things, spending money and creating more pullotion, when they don't really need it
1622_1623	goldLabel	a2	because of globalization, online shopping offers a huge amount of choices. this leads to more anxiety, as the consumer is overwhelmed y this and can never be sure that they are getting the best deal	online shopping makes people buy more without realizing, since they don't pay in cash and don't get the product until much later, making them spend more then they should.
1591_1577	goldLabel	a2	online shopping caused a lot of peoples job because instead of lots of small shops with sellers we now have large warehouses that employ robots.	online shopping is harming the local market significantly, causing people to lose their jobs or businesses because they can't compete in the price war
1605_1591	goldLabel	a1	online shopping harms small businesses that can't compete with large websites, and this leads to less competition in the market.	online shopping caused a lot of peoples job because instead of lots of small shops with sellers we now have large warehouses that employ robots.
1618_1587	goldLabel	a1	online shopping makes scams much more common, as it is both easier when the customers can't see the product and can't easily track the deceiver, and more profitable as it has a higher reach.	the fact that it is extremely easy to buy things make people buy more things, spending money and creating more pullotion, when they don't really need it
1613_1576	goldLabel	a1	online shopping leads people to buy more unnecessary things because it's easier to buy them.	people waste hours on browning and looking on shopping sites, they can used their time much better
1603_1605	goldLabel	a2	it is highly digitized and therefore creates less jobs and harms the economy	online shopping harms small businesses that can't compete with large websites, and this leads to less competition in the market.
1592_1582	goldLabel	a2	most of online retailers are based in china or based on chinese products, streaming more money to the chinese economy, strengthening it instead of strengthening local economy which is probably weaker	online shopping makes it so simple to track one's shopping habits. this goes against the privacy of the customers, and enables companies to abuse this information.
1565_1593	goldLabel	a1	online shops harms their users. the seller is many times hard to reach, or his information is wrong, so when you get a wrong or dysfunctioning product you are unlikely to be compensated.	online shopping is extremely easy and the payment isn't in cash, so there's a large risk of people getting addicted to it or at the very least buying a lot more than they need.
1621_1570	goldLabel	a1	people spend much more money than they can afford online because the purchase doesn't seems real, so they are more likely to get in debts	online shopping is very easy and attractive, it's cause people to spend more money on stuff they don't need
1598_1563	goldLabel	a2	we shop less outside, we stay more in side. in some cases it can affect our physical and mental health because we are social creatures	online shopping harms poor people. online shops sell for a cheap price since less people need to be payed. to compete regual shops must lower prices as well, hence cutting wages.
1584_1614	goldLabel	a1	online shopping brings more harm than good because it encourages vertical monopolies as companies lock down their ecosystem, like amazon with their kindle in the ebook space.	when you buy online the chance of being cheated are bigger, because you do not see the product in the eye before buying.
1593_1581	goldLabel	a1	online shopping is extremely easy and the payment isn't in cash, so there's a large risk of people getting addicted to it or at the very least buying a lot more than they need.	makes peoeple spend money on things they don't need. with out it, even if you want something you must go out and find a shop, so you are less likely to buy on a whim.
1596_1624	goldLabel	a1	online shopping brings more harm than good because people tend to pay with credit cards and it encourages personal debt.	online shopping destroys the experience of shopping that involves going to the store, physically trying things on, and falling in love with individual items.
1618_1623	goldLabel	a1	online shopping makes scams much more common, as it is both easier when the customers can't see the product and can't easily track the deceiver, and more profitable as it has a higher reach.	online shopping makes people buy more without realizing, since they don't pay in cash and don't get the product until much later, making them spend more then they should.
1574_1616	goldLabel	a2	it is hard to regulate online shopping and because of that the costumer is more likely to be scammed	online shopping encourages invasion of people's privacy by making mass data collection easier.
1616_1604	goldLabel	a1	online shopping encourages invasion of people's privacy by making mass data collection easier.	addictive and causes people to lose a lot of money by buying non stop
1569_1625	goldLabel	a1	online shopping brings more harm than good because it lets a few big businesses dictate prices everywhere and drive small businesses under by undercharging for goods.	online shopping brings more harm than good because it provides too much information to the state and advertisers about your preferences.
1616_1603	goldLabel	a1	online shopping encourages invasion of people's privacy by making mass data collection easier.	it is highly digitized and therefore creates less jobs and harms the economy
1599_1590	goldLabel	a2	online shopping leads to much less efficient goods transport, since it is common to buy from distance parts of the world. this enhance the carbon footprint and saviorlly contributes to world pollution	online shopping brings more harm than good because it gives businesses more information about their customers and invades their privacy without their even knowing it.
1573_1571	goldLabel	a2	there is a big competition to sell products for a very cheap price. competition is unsupevised, low prices are determined on the expense of the workers anf thus abusing their work.	online shopping brings more harm than good because it encourages the dominance of a few businesses like amazon at the expense of any competitors.
1588_1570	goldLabel	a2	shopping is much more addictive when it is easily available at any time	online shopping is very easy and attractive, it's cause people to spend more money on stuff they don't need
1624_1582	goldLabel	a2	online shopping destroys the experience of shopping that involves going to the store, physically trying things on, and falling in love with individual items.	online shopping makes it so simple to track one's shopping habits. this goes against the privacy of the customers, and enables companies to abuse this information.
1622_1572	goldLabel	a2	because of globalization, online shopping offers a huge amount of choices. this leads to more anxiety, as the consumer is overwhelmed y this and can never be sure that they are getting the best deal	online shopping makes it harder to regulate because of the vast difference in locations, laws, and companies. that makes it harder to protect the customer in case of harm or fraud.
1587_1626	goldLabel	a2	the fact that it is extremely easy to buy things make people buy more things, spending money and creating more pullotion, when they don't really need it	the ease of shopping online results in buying a lot of unnecessary goods that is thrown away soon after buying. this results in infinite amount of garbage and very problematic world pollution.
1589_1577	goldLabel	a2	online shopping brings more harm than good because it allows american companies to dominate commerce in smaller countries and undermines their domestic retailers, such as amazon in ireland.	online shopping is harming the local market significantly, causing people to lose their jobs or businesses because they can't compete in the price war
1566_1614	goldLabel	a2	causes people to buy stuff that they don't need instead of spending the money on things that would bring them more happiness	when you buy online the chance of being cheated are bigger, because you do not see the product in the eye before buying.
1597_1627	goldLabel	a2	it makes it so that people don't perceive properly the amount of things that they buy (in contrast, in regular shopping you see all items life-sized and that helps you know when to stop).	online shopping firms harness sophisticated data science techniques and personalized advertising. this often leads for making the costumers buy a lot of unnecessary product and spend much more money then initially intended.
1608_1619	goldLabel	a2	destroys local buisenesses, which harms many people who have built their lives around them	online shopping lets companies know more about people's buying habits, making them more able to manipulate them to buying more.
1609_1566	goldLabel	a1	when people buy online they usually buy a lot of things that they do not really need and spend their money wastefully.	causes people to buy stuff that they don't need instead of spending the money on things that would bring them more happiness
1628_1568	goldLabel	a2	buying online allows big corportations to collect data on our preferences, enabling them to create a profile and determine the information we get, making the internet not free.	online shopping requires transferring important personal data into the virtual space, making it more vulnerable to hackers attacks and misuse of information.
1573_1582	goldLabel	a2	there is a big competition to sell products for a very cheap price. competition is unsupevised, low prices are determined on the expense of the workers anf thus abusing their work.	online shopping makes it so simple to track one's shopping habits. this goes against the privacy of the customers, and enables companies to abuse this information.
1598_1595	goldLabel	a2	we shop less outside, we stay more in side. in some cases it can affect our physical and mental health because we are social creatures	online shopping exploits technology in order to make unequal prices to each person, which is unfair and harms the basic principal of equality of people.
1603_1613	goldLabel	a1	it is highly digitized and therefore creates less jobs and harms the economy	online shopping leads people to buy more unnecessary things because it's easier to buy them.
1598_1569	goldLabel	a2	we shop less outside, we stay more in side. in some cases it can affect our physical and mental health because we are social creatures	online shopping brings more harm than good because it lets a few big businesses dictate prices everywhere and drive small businesses under by undercharging for goods.
1597_1629	goldLabel	a2	it makes it so that people don't perceive properly the amount of things that they buy (in contrast, in regular shopping you see all items life-sized and that helps you know when to stop).	online shopping makes it really easy to obtain credit card and other information about the consumer. this information is then sold to companies who use it for profit which is an invasion of privacy
1598_1568	goldLabel	a2	we shop less outside, we stay more in side. in some cases it can affect our physical and mental health because we are social creatures	online shopping requires transferring important personal data into the virtual space, making it more vulnerable to hackers attacks and misuse of information.
1584_1592	goldLabel	a2	online shopping brings more harm than good because it encourages vertical monopolies as companies lock down their ecosystem, like amazon with their kindle in the ebook space.	most of online retailers are based in china or based on chinese products, streaming more money to the chinese economy, strengthening it instead of strengthening local economy which is probably weaker
1599_1567	goldLabel	a1	online shopping leads to much less efficient goods transport, since it is common to buy from distance parts of the world. this enhance the carbon footprint and saviorlly contributes to world pollution	online shopping makes it so products are less accessible to people who don't have steady access to the internet or payment methods, given that stores are closing.
1608_1604	goldLabel	a1	destroys local buisenesses, which harms many people who have built their lives around them	addictive and causes people to lose a lot of money by buying non stop
1629_1581	goldLabel	a1	online shopping makes it really easy to obtain credit card and other information about the consumer. this information is then sold to companies who use it for profit which is an invasion of privacy	makes peoeple spend money on things they don't need. with out it, even if you want something you must go out and find a shop, so you are less likely to buy on a whim.
1603_1576	goldLabel	a1	it is highly digitized and therefore creates less jobs and harms the economy	people waste hours on browning and looking on shopping sites, they can used their time much better
1589_1582	goldLabel	a2	online shopping brings more harm than good because it allows american companies to dominate commerce in smaller countries and undermines their domestic retailers, such as amazon in ireland.	online shopping makes it so simple to track one's shopping habits. this goes against the privacy of the customers, and enables companies to abuse this information.
1566_1585	goldLabel	a2	causes people to buy stuff that they don't need instead of spending the money on things that would bring them more happiness	online shopping encourages people to buy from shops far away from them, thus increasing unemployment in their city.
1587_1577	goldLabel	a2	the fact that it is extremely easy to buy things make people buy more things, spending money and creating more pullotion, when they don't really need it	online shopping is harming the local market significantly, causing people to lose their jobs or businesses because they can't compete in the price war
1580_1563	goldLabel	a2	everything jumps at you at all times, unlike normal shopping which makes you browse the shelves of a specific store. that makes you more likely to waste more money on things you don't really need.	online shopping harms poor people. online shops sell for a cheap price since less people need to be payed. to compete regual shops must lower prices as well, hence cutting wages.
1629_1573	goldLabel	a1	online shopping makes it really easy to obtain credit card and other information about the consumer. this information is then sold to companies who use it for profit which is an invasion of privacy	there is a big competition to sell products for a very cheap price. competition is unsupevised, low prices are determined on the expense of the workers anf thus abusing their work.
1626_1623	goldLabel	a2	the ease of shopping online results in buying a lot of unnecessary goods that is thrown away soon after buying. this results in infinite amount of garbage and very problematic world pollution.	online shopping makes people buy more without realizing, since they don't pay in cash and don't get the product until much later, making them spend more then they should.
1629_1565	goldLabel	a1	online shopping makes it really easy to obtain credit card and other information about the consumer. this information is then sold to companies who use it for profit which is an invasion of privacy	online shops harms their users. the seller is many times hard to reach, or his information is wrong, so when you get a wrong or dysfunctioning product you are unlikely to be compensated.
1614_1590	goldLabel	a2	when you buy online the chance of being cheated are bigger, because you do not see the product in the eye before buying.	online shopping brings more harm than good because it gives businesses more information about their customers and invades their privacy without their even knowing it.
1587_1572	goldLabel	a2	the fact that it is extremely easy to buy things make people buy more things, spending money and creating more pullotion, when they don't really need it	online shopping makes it harder to regulate because of the vast difference in locations, laws, and companies. that makes it harder to protect the customer in case of harm or fraud.
1577_1583	goldLabel	a1	online shopping is harming the local market significantly, causing people to lose their jobs or businesses because they can't compete in the price war	online shopping enables any manufecturer to be part of the market. thus products are spread to people without passing quality comtrols, having the potential of harming the consumers.
