id	rank	argument
895	0.7058823529411765	Online shopping saves valuable time that can be spend on people you care for
925	0.8666666666666667	Online shopping saves the time of the consumer as he does not have to go to a specific store to order the product he needs.
938	0.8823529411764706	Online shopping is good for small businesses, because advertising yourself online is cheaper than renting a physical shop in a central location.
946	0.8	Online shopping is easier, making it more convenient for people that lack time to buy necessary things like groceries and household items.
973	1.0	Online shopping is making products more accessible for those who live in countries or places where they can't get those products, increasing the variety and choice for consumers
1035	0.6470588235294118	I disagree and feel that it actually saves time and resources by allowing more productive societies.
1049	0.8333333333333334	Online shopping does not bring more harm than good because it makes it easier to buy goods for friends or relatives who have a hard time shopping for themselves, like the elderly.
1127	0.8823529411764706	Online shopping helps the world to increase profits/revenues and gives a service base economy the next level value proposition to drive an increase in the standard of living.
1138	0.9333333333333332	Online shopping allows businesses and individuals to access a wider range of buyers, and makes it much easier to sell your own products, and therefore assists small businesses and the economy.
1166	0.7333333333333333	Online shopping could actually help small business owners grow their business by giving them access to a wider network of potential customers than they could have in their local community alone.
1179	0.7333333333333333	Economy of scale allows prices to be cheaper and quality to improve
1263	0.35294117647058826	It makes it more convenient to find what you are looking for
1324	0.8823529411764706	Online shopping has led to new business models and created new opportunities for people to create value, like the emergence of Paypal
1348	0.7333333333333333	Given that the buyer knows what he wants to buy, online shopping let the buyer easily find the wanted product in the best available price
1362	0.8	Online shopping helps niche products access clients from around the world, making it possible for them to exist.
1413	0.8	Online shopping is easier, leading people to buy more thus helping the economy grow.
1482	0.8235294117647058	Online shopping creates many jobs for people in remote places
1586	0.7333333333333333	It enables redistribution of wealth through rich people buying from poorer areas instead of their local, richer, stores and manufacturers.
1610	0.8333333333333334	Online shopping brings more good than harm because it drives down prices through more perfect competition, which is good for consumers.
1611	0.7058823529411765	Online shopping makes shopping global, allowing someone in Nebraska to buy something from South Africa.
1658	0.6666666666666666	Online shopping helps promote competition between products resulting in demand for higher quality products.
1721	0.6666666666666666	The great amount of products in the market, their low prices and quick shipping allow people a greater freedom of creation and self expression.
1751	0.7333333333333333	Online shopping enables harnessing sophisticated data science techniques for accurate product suggestion. This can help the costumer find the most suitable products for improving the costumer life and happiness.
1783	0.8666666666666667	Online shopping brings more good than harm because it has created more commerce than existed previously and encouraged economic growth.
1786	0.7058823529411765	It removes the barrier of having a shopfront to sell goods and services thereby encouraging more entrepreneurship and hence boost the economy.
1790	0.8666666666666667	People buy more rationally online since they can choose the products and then think over time what do they actually need, unlikely normal shops where you can't just leave the cart there and return tomorrow.
1804	0.8	The technology learns you and offers the things you'll like the most, saving a lot of time and making people choose things that they like more
1839	0.8823529411764706	Online shopping allows us to compare prices much more quickly
1843	0.8	Online shopping lets traders from third world countries sale infinite amount of goods to costumers in develop countries with almost none middle man overhead. That results in lower pricing and great benefit to both sides.
1893	0.9333333333333332	Online shopping helps citizens of developing countries, as it both makes products that aren't produced in the country more available, and enables selling ones products to western customers that can pay better for them.
1910	0.8666666666666667	Online shopping can improve the quality of a person's life by giving them access to goods and services that are not available in their local communities.
1912	0.6666666666666666	Online shopping makes the entry to the market easier, thus creating more competition.
1917	0.9333333333333332	Online shopping help consumers to compare prices and quality of products because there are normally reviews of the products in the same page or in the network in general.
2014	0.8	Online shopping allows individuals with social anxiety and other mental illnesses to still acquire the goods they need or want even when they can't exist in public.
2121	0.7058823529411765	Online shopping reduces consumer stress, road traffic, pollution, and lost productivity during peak shopping seasons.
2173	0.6470588235294118	In a world where people work for 8 hours out of home and do large hours of conmute, online shopping is a good way to use their for more interesting things
2189	0.8823529411764706	Online shopping increases competition, because businesses now have to compete all around the world. This means better prices and services for consumers.
2197	0.6470588235294118	Online shopping provides easy access for most people including shut-ins, reduces wait time for shopping and purchasing, provides more selection, better prices, and eliminates the need to drive to the store.
2204	0.6666666666666666	Online shopping allows people to buy products more cheaply than in their local stores, given that some products are produced more cheaply in other areas or countries, and that people can compare.
2233	0.8666666666666667	Shopping online makes it easy to find the cheapest product. It is much easier to compare two sites than to compare two distant stores.
2253	0.4117647058823529	Dwelling on anachronistic nostalgia for the good old days is maladaptive coping mechanism that doesn't help society to attain self-actualization of its members.
2284	0.7647058823529411	Online shopping is good for those who can't leave their homes due to psychological problems or has mobility restriction (wheelchair or disease, for instance). Online shopping makes them more independent.
2294	0.6470588235294118	Women with young children have traditionally been locked out of the market due to their need for flexible hours; online shopping has given these women an outlet to create income from the comfort of their homes.
2303	0.7666666666666667	Online shopping allows individuals who have busy lifestyles and don't have time to go shopping in person to still maintain a higher quality of living.
2304	0.5882352941176471	The rise of online shopping has made brick and mortar stores less necessary and thus smaller, which means more land available for residential development.
2330	0.4117647058823529	it's best for relationships that are transactional in nature
2331	0.7647058823529411	Online shopping increases variety of products available to the customers.
2333	0.8666666666666667	Online shopping provides individuals with more choices which is always good because it allows them to more thoroughly fulfill their specific preferences.
2390	0.8	Online shopping does not bring more harm than good because it reduces the need to drive from store to store and so reduces carbon emissions.
2493	1.0	When most shopping is done online there is less need for physical stores and service providers. This means that businesses can cut costs and offer lower prices to consumers.
2498	0.8235294117647058	Online shopping gives consumers wider access to products, which means that more people are able to find what they need and enjoy their products the most.
2509	0.5294117647058824	Online shopping gives a wider market rom which to obtain the lowest prices from sources no available in a local area. It also provides access to tools & services not even available in local areas.
2532	0.7058823529411765	The products are cheaper for the customer and also it's easier to access them.
2539	0.8235294117647058	Online stores have lower running costs, and their prices are lower as the result
2562	0.7333333333333333	Online shopping is positive as people are able to learn about commodities from other cultures creating a global exchange.
2576	0.4117647058823529	i and my girlfriend loves buying shirts and shoes online
2598	0.7058823529411765	Online shopping allows you to buy gifts and ship them directly to the recipient, so you don't have to go to a post office to ship.
2644	0.6470588235294118	The price is more comparable and much cheaper
2716	0.8666666666666667	Allows social mobility – because of the big competition the prices of crucial products (like computers and smartphones) also decrease, making it more affordable for people who otherwise wouldn't buy it.
2780	0.7058823529411765	Online shopping allows everyone to get access to products that could be regionally locked.
2810	0.8823529411764706	Online shopping allows people to search for the best price and save money.
2854	0.7647058823529411	Some low cost jobs are created around delivery
2883	0.5294117647058824	We are seeing a societal adjustment in retail sales, neither good or bad, markets are giving consumers what they are asking (through increased purchases) for.
2904	0.9333333333333332	There are reviews on products, so you know which seller to buy from, and there are many different sellers so you can choose the best one, unlike normal shops where there is less competition.
2907	0.8823529411764706	Online shopping help small producers that sell niche products to easily find their customers all over the world.
2915	0.7333333333333333	Online shopping allows individuals to recieve their goods much more quickly than going to a store that sells that product, which is often important for their well being.
2936	0.6470588235294118	it allows buyers do have a larger range of goods available to be purchased with convenience
2946	0.6470588235294118	Online shopping is convenient and can be done at any time of the day.
3002	0.8	Online shopping allows individuals with limited mobility to have independence in obtaining the goods they need to live.
3003	0.7058823529411765	Online shopping allows for rapid innovation considering there is less infrastructure investment required compared to brick and mortar channels.
3051	0.6470588235294118	Online Shopping benefits the costumer who can buy anything from the confort of home
3094	0.5294117647058824	Online shopping allows to maximize the time you spend with your family, and brings broader access to quality products from worldwide
3171	0.9333333333333332	Online shops save time. Many people don't have the time to drive to the shop and walk between aisles, using online shops makes it much easier.
3181	0.8	online shopping usually has a larger variety of products, bringing customers to the thing that suits them most
3185	0.9333333333333332	"Online shopping lowers the cost of products by ""cutting the middleman"", no money is wasted on constructing local shops, hiring local workers, etc."
3186	0.8333333333333334	Online shopping brings more good than harm because there is better data about consumer preferences so that companies can make products that people like more.
3223	0.7647058823529411	Online shopping is a good way to get more time with your family
3230	0.5294117647058824	Shopping online gives you access to a mayor varitey of itens ALL over the Worldwide.
3235	0.6470588235294118	Online shopping allows everyone access to buy anything without discrimination.
3283	0.5333333333333333	It enables cheaper products by not needing to have physical store locations (which have rent), but only a warehouse.
3296	0.7058823529411765	People can buy without leaving their home, or even at work.
3340	0.8	Cheap prices of things on the net allow people to buy more products, thus contributing more to the economy.
3415	0.8666666666666667	Online shopping makes it easier to compare prices and products helping people choose the best one for them.
3450	0.8666666666666667	online shopping helps small businesses who cannot afford to rent or own a brick and mortar store and staff to sell their products, because owning a website is much cheaper
3508	0.4117647058823529	It is extremely convenient for busy people who do not have time to go to retail shops. I DO THE MAJORITY OF MY SHOPPING ONLINE, do not know what I would do without it.
3567	0.8235294117647058	Online shopping can improve the consumer retail experience through more precise personalization.
3644	0.9333333333333332	Online shopping creates better market competition as now each company has to compete with other companies around the world, and the comparison between different providers is made simply by clicking a button.
3666	0.4	Reduces barriers of entry and therefore allows more competition which helps in the long rub
3706	0.9333333333333332	Online shopping is making the consumer market a true global village, allowing retailers to focus on cheap products and low prices, or on quality and high prices, so each retailer can find his target audience
3741	0.7058823529411765	Shopping online reduce the costs of the products
3767	0.8	for people who don't like shopping in places with large amounts of people, being shy or claustrophobic, online shopping serves as a perfect answer to their problems
3769	0.1176470588235294	it's convenient for buying ebook in original language.
3779	0.7647058823529411	Online shopping increases disabled peoples lifestyle choices and empowers them to live independently
3822	0.6666666666666666	Increases consumption because it takes less time and effort to buy things. Economy is a matter of how many people believe in it and spend their money, thix increases the overall utility
3927	0.5333333333333333	shopping in physical shops exposes customers to a vast number of options and products they don't necessarily need in a way that can manipulate them to buy and spend more money than they intended to.
3950	0.4705882352941176	Online shopping are good for both physical and no physical market because before buying online people see products in physical ones and maybe there they would buy also something else
4099	0.7647058823529411	Online shopping is essential for people with mobility issues who can't leave the house to get things.
4154	0.6666666666666666	People are buying more things online, and for each transaction the target state receives taxes via VAT or customs, so more money can be used for governmental projects
4163	0.8666666666666667	Online shopping make information sharing about products, services and stores very efficient, which leads to the right smart decision for the costumers and drive the market forward.
4165	0.2352941176470588	shopping at the mall does not do well
4179	0.8666666666666667	Online shopping is an amazing innovation of the modern era; it enables busy people to still lead quality lives and obtain the things they need without having to waste time getting to and from storefronts.
4204	0.8	Online shopping also allows small shops to reach a large audience, thereby encouraging the creation of small businesses.
4226	0.7647058823529411	Online shopping allows the traditional family shopper, the woman, to make purchases more quickly and thus dedicate more time to her own career.
4267	0.6666666666666666	Online shopping promotes international awareness by allowing easier exchange of goods between nations.
4278	0.9333333333333332	Online shopping allows individuals to get the products they want without depending on the stock of that particular store.
4290	0.8	online shopping helps increase competition and thus lower prices etc because now small businesses and global companies all have to compete instead of the competition being limited to a specific town or city
4319	0.9411764705882352	Online shopping allows access to products that would be otherwise impossible to obtain.
4435	0.8666666666666667	Online shopping is opening the market for small-time businesses which up until now relied on local consumers and now can expand and create more jobs.
4440	0.8666666666666667	Online shopping brings more good than harm because it brings more information to consumers about goods, so that they better know their own preferences.
4449	0.4705882352941176	Online shopping helps you capture good offers and price balance for ggods
4475	0.5882352941176471	Many online stores sell products at really low prices because of the lack of money spent on overhead.
4515	0.6	The cheapness and accessibility of online shopping trades off with more environmentally friendly practices like thrift shopping.
4606	0.4666666666666667	Allows people a greater variety to select from and therefore increases happiness
4659	0.5882352941176471	Online shopping is convenient, and it's easy to do comparison shopping.
4665	0.8666666666666667	Online shopping allows individuals to shop from the comfort of their own homes in a way they enjoy more.
4688	0.5333333333333333	Online shopping does not bring more harm than good because it is not a new phenomenon, it is just catalog shopping with better graphics.
4718	0.6333333333333333	Online shopping empowers free speech by allowing individual stores with political or controversial messaging to maintain a presence regardless of outside pressures trying to silence them.
4720	0.7647058823529411	With online shopping consumers can research as they shop and are not vulnerable to pressure tactics from sales clerks.
4724	0.7333333333333333	Online shopping is better for the environment because it provides more options for refurbished products and allows average people to resell their items to others with a larger audience.
4760	0.7333333333333333	Online shopping gives a huge advantage to big brands who can deliver their goods more easily, even if the quality of their products is lower.
4773	0.35294117647058826	easier prices cheaper find can you because good is shopping Online
4799	0.7647058823529411	Access to online shopping doesn't necessarily mean I will buy things online. Sometimes I just browse what's available online, but still go into the store to actually make my purchase.
4801	0.9411764705882352	Online shopping is significantly more comfortable, since a person can browse various stores without leaving the house. This means more people buy things and the economy as a whole benefits.
4806	0.8666666666666667	online shopping tends to be global, thus causing more economic ties to form between countries and bringing a stronger economy worldwide
4881	0.4117647058823529	the internet is not a monopoly this gives a great variety to shopping for items online and allows small businesses to have a greater amount of recourse helping the vast amounts of the Internets population
4885	0.8333333333333334	Online shopping is better for the environment by preventing car emissions caused by traveling to stores and the pollution created by physical store buildings.
4889	0.5294117647058824	Online shopping helps develop the logistics sector into more efficient ways
4934	0.8666666666666667	Online shopping makes it easier for small artists and producers to break out by creating platforms like etsy.
4940	0.35294117647058826	so ye online shopping is epic and good and doesnt need to be abolished and if u disagree ur prob a baby boomer
4988	0.8666666666666667	online shopping can be done anytime anywhere, making it very convenient for working customers who don't have much spare time
4993	0.8666666666666667	Online shopping simply makes people's lives easier. Having everything one needs without wasting time on travel, searching through shelves, sometimes not even finding the desired product - is an upgrade to one's quality of life.
4999	1.0	Online shopping gives consumers the possibility to shop at the moment of their choice and without having to leave their homes.
5022	0.7058823529411765	Online shopping is very important for people who need specialized products, that aren't offered in most stores. A market with online shopping can therefore accommodate the needs of more people.
5029	0.6666666666666666	Online shopping allows people to save on gas and avoid parking hassles.
5030	0.8	It is much cheaper than your local shop, because of scale and competition, so poor people have more access
5043	0.7647058823529411	Online shopping gives people the flexibility to purchase what they want when they have both the need and time. They no longer have to wait for a store to open. They may purchase at their leisure.
5083	0.6470588235294118	By shopping online, shoppers stay off the roads, making everyone safer.
5084	0.8235294117647058	Online commerce is a positive change as more people are able to sell their products and ideas to others than ever before.
5127	0.7333333333333333	It enables people to not waste valuable time by going to stores.
5152	0.8	Online shops are cheaper since they need to spend less money on people such as cashiers, so people spend less money.
5162	0.6666666666666666	Online shopping brings more good than harm because it reduces waste by not requiring businesses to keep product on the shelves even if it is not selling.
5183	0.7666666666666667	Online shopping does not bring more harm than good because it increases the freedom of choice for people in rural areas.
5206	0.8666666666666667	Online shopping opens a big market for small businesses. To have a similar reach of clients once required many branches that only big companies could afford. It thus evens the playing field for small businesses.
5294	0.4666666666666667	Minorities have more access to stuff they need. Eg, clothes for gays, artifacts from abroad to ethnic minorities Otherwise many of those things are not accessible to many people who need them
5321	0.7647058823529411	With the advancement of technology and modern day society. Online shopping is just another thing consumers do to help keep our economy running all from the comfort of their homes.
5325	0.29411764705882354	I love online shopping, I think this solve weather problems when shopping, save fuel, less traffic and so on
5344	0.8235294117647058	Online shopping helps me save time and allows me to focus on the things that are more important in my life, rather than the errands I need to run.
5351	0.9411764705882352	Online shopping brings accessibility to those who do not have the ease to get around a store.
5360	0.8823529411764706	The rise of online shopping has equalized costs across markets; stores can no longer charge more in some areas than others because their customers will simply buy online.
5369	0.8	Online shopping takes free market to its best, enabling basically everyone to compete in the market and provides easier information for the buyer about prices and quality of many items and many stores.
5389	0.7647058823529411	Online shopping improves my quality of life by allowing me to access things I could never access if I was limited only to what was available in my local shops.
5427	0.7058823529411765	On-Line shopping reduces the need for consumers to physically shop for the best deal therefore reducing energy costs and carbon footprints.
5433	0.7333333333333333	buying new things is an easy source of happiness and online shopping makes it much more easy and accessible, thus maximizing happiness in the world
5530	0.7666666666666667	Online shopping does not bring more harm than good because it makes it easier to shop for goods from abroad and so encourages a more cosmopolitan world view.
5556	0.2352941176470588	but maybe u might not want to order from official companies cuz u want cheapness
5561	0.8	Gives consumers more information and more ability to compare prices and hence prevents them from spending more money than needed
5565	0.8666666666666667	It makes selling stuff much easier through Amazon/Ebay, which means that more people can create, and buyers have more great options
5576	0.8	Conventional stores usually only stock clothing for thinner body types who fit the gender binary, online shopping allows individuals who don't fit conventional beauty standards to have easier access to clothing that suits them.
5589	0.8823529411764706	Shipping goods directly to customers is more efficient because it cuts handling time out for a retail store to unbox and display merchandise.
5600	0.5882352941176471	When people compare products online, the main factor they can realistically compare is price. This benefits companies that cut costs at the expense of quality as well as the rights of workers.
5624	0.5882352941176471	It helps vendors and providers to capture a bigger chunk of the value across the whole value chain
5641	0.8666666666666667	Online shops makes it possible to get unique things people won't get otherwise in normal shops, which makes people happier.
5646	0.8235294117647058	Online shopping prevents those in rural areas from lacking the variety of goods found in urban areas.
5668	0.7647058823529411	Online shopping is a cost-effective way to consume goods and wares for both the consumer and distributor.
5730	0.8666666666666667	Online shopping offer things that a normal store can not, like very large clothing, that the network turn to a much larger audience. That way more people get exactly what they want.
5773	0.7058823529411765	Online shopping empowers buyers by allowing them to price compare quickly and easily.
5784	0.9333333333333332	Online shopping allows individuals to research products before purchase and compare different sellers to get the best deal and quality.
5828	0.7058823529411765	Online shopping has brought done the price of goods by eliminating the costs involved with brick and mortar stores and by introducing more competition to the market.
5852	0.6	Increases the amount of small businesses. It is now easier to maintain a business because money doesn't need to be paid on a physical space.
5867	0.8235294117647058	Online shopping allows us to make more informed decisions and provides us with vastly larger arrays of options to choose from.
5888	0.8	There is a big emphasis of quality because of the input of online reviews by other buyers. There is an incentive for the manufacturer to make good products and the consumer is saved from cheating.
5938	0.9333333333333332	Online shopping makes products more accessible to people who have difficulties leaving the house.
5960	0.7647058823529411	When purchasing online it is easier to stick to a list and not get sidetracked by all the trinkets and impulse-buy items on the shelves, thus saving consumers money.
5983	0.5882352941176471	To the contrary,it makes shopping more convenient and saves precious mental resources of each individual,so that they are not burdened by superfluous tasks and can use it towards attaining their full potential instead of wasting
6008	0.8	Online shopping brings more good than harm because it increases the options available to people and allows them to better satisfy their needs.
6030	0.8333333333333334	Online shopping provides individuals who live in rural and less populated areas with access to the same products that individuals in cities or larger areas already do.
6037	0.8823529411764706	Online people can get products which are not available locally. People can shop anytime they want
6067	0.8333333333333334	Online shopping brings more good than harm because it is easier for small producers and manufacturers to reach lots of customers than it would be in traditional retail.
6229	0.29411764705882354	why would u think online shopping is bad... its literally just buying something so u dont have to go the the store.....
6285	0.8235294117647058	Online shopping gives the ability to buy things that are not available in your home country
6302	0.7058823529411765	Online shopping eliminates the need of physically going to the store
6315	0.7333333333333333	Online shopping allows for more effective data collection on individuals shopping habits which lets businesses cater advertisements and new products.
6350	0.7333333333333333	online shopping helps disabled blind and disfigured people buy necessities without the hardships of leaving the house
6361	0.6	The human seller can help greatly to the shopper - he knows the market well, the offered product, and can use its experience to find the best product for the shopper
6391	0.7647058823529411	Online stores create jobs for office and warehouse workers. It drives growth for supporting businesses in good delivery, IT and customer service.
6397	0.5333333333333333	Stuff you buy represent who you are. It is the easiest way to personalize yourself. When people have more options it makes this representation better.
6400	0.5666666666666667	Online shopping brings more good than harm because it is harder for governments to regulate, which means that repressive laws have less control over adults' decisions.
