id	annotatorid	label	a1	a2
6289_6544	goldLabel	a2	"Social media make people feel happier about their lifes: they share things they done and get ""likes"" for them. "	Social media can help people who struggle with social anxiety or are bullied in every day life form other communities on the internet. 
5907_5818	goldLabel	a2	Social media is a massive industry which employs tens of thousands of workers.	Social media allows people to stay in touch even if they live far away from each other.
5907_6792	goldLabel	a2	Social media is a massive industry which employs tens of thousands of workers.	Social media allows for easier organization of events and event participation. 
6653_6281	goldLabel	a1	Social media is used to reach a vast number of people and can bring public attention to charities and causes that rely on people's contributions.	Social media lets information travel with no censorship and thus people living in oppressive regimes can bring the truth of their situation to the rest of the world.
6270_7254	goldLabel	a2	Social media goal is to make the information more open to public, they have more acces to to it when they use it.	Social media makes it hard for regimes to hide information from their civilians. Social media is another platform for people to criticize the government.
6965_7208	goldLabel	a1	Social media allows companies to cater products and advertising to better cater peoples needs.	Social media provides an easy way for social groups to communicate and share material with individual members.
6974_5713	goldLabel	a1	Social media allowes people to stay in touch with eachother, by sending masseges, sharing pictures, and forming groups.	In a busy and a noisey world, people can read news very easily via social media
5869_6823	goldLabel	a1	Social media allows for fast communication during environmental and social crises (people can mark themselves safe or let their friends know how things are progressing).	Social IT allows people which are marginalized and ignored by mainstream media to have a voice, that is potentially heard by the entire population.
5779_6369	goldLabel	a1	Allows organisation of protests on various social justice issues, letting the individual make a bigger difference in our society	A variety of options for communication allows people to use social media to maintain relationships of disparate intimacy.
6072_7237	goldLabel	a2	Social media allows people to meet like minded individuals and have more fulfilling connections despite barriers.	Social media allows for people with social limitations such as anxiety to make connections or online friends thus lessening their loneliness.
6067_5907	goldLabel	a1	Social media allows grass roots movement to more easily mobilize and spread awareness across large groups of people.	Social media is a massive industry which employs tens of thousands of workers.
6544_6269	goldLabel	a2	Social media can help people who struggle with social anxiety or are bullied in every day life form other communities on the internet.	Social media contributes to world globalisation.people from all around the world can be in contact and exchange knowleg and information on their well being.
6280_6405	goldLabel	a2	better way for people to be exposed to politic, so they can be more involved and influence on their country direction.	Most people wont go outside and protest or join a political movement, social media allows people to make a difference and be politically active and informed.
6744_6183	goldLabel	a1	Social media provides an easy way for people to network and form professional connections that can help them in the long term.	social media has the power to bring change to sociaties that are afraid of their government, such as the arrab spring that started on facebook
5802_6039	goldLabel	a1	Social media connects immediately people who live far apart. You can follow your friends and family from afar and improve your relationships with them.	Social media allows for easily accessible information about a variety of topics like politics and science, leading to a more informed populace.
7209_6076	goldLabel	a1	Social media allows people to share their ideas to a wider platform of people, meaning they can get more support even if they can afford an a in a newspaper.	Social media allows for connectivity to a larger number of people that you know, and even though those relationships may be shallow in many cases, this does not make them detrimental or superfluous.
6533_6177	goldLabel	a2	this is a better way to send a message between all of your co-workers, students, your employees,	Social media allows individuals who don't know each other in real life to form communities around shared interests.
5869_6393	goldLabel	a2	Social media allows for fast communication during environmental and social crises (people can mark themselves safe or let their friends know how things are progressing).	Social media allows for information to be shared more freely, which has been an effective method for contesting government abuse and subverting censorship.
6273_7085	goldLabel	a1	Social Media gives people an easy way to form social movements to take care of their interests, by sharing the group and finding people with common needs.	Social media enable making mass social experiments and servies easily, and so making the act of collecting data easier, cheaper, faster and wider spread
6493_6280	goldLabel	a1	Social media allow people to meet other people with the same interest, no matter how far they live	better way for people to be exposed to politic, so they can be more involved and influence on their country direction.
7094_6653	goldLabel	a2	Social media it a way to communicate with other people in the society, to tell them and share their feelings.	Social media is used to reach a vast number of people and can bring public attention to charities and causes that rely on people's contributions.
7209_6639	goldLabel	a2	Social media allows people to share their ideas to a wider platform of people, meaning they can get more support even if they can afford an a in a newspaper.	Social media exposes people to more information and makes information more accessible- knowledge spreading is generally a good thing: more people will have a lot of knowledge.
7094_6270	goldLabel	a1	Social media it a way to communicate with other people in the society, to tell them and share their feelings.	Social media goal is to make the information more open to public, they have more acces to to it when they use it.
5818_6440	goldLabel	a2	Social media allows people to stay in touch even if they live far away from each other.	Social media facilitates crowd funding, which reduces health care and emergency costs for needy families.
6289_6270	goldLabel	a1	"Social media make people feel happier about their lifes: they share things they done and get ""likes"" for them."	Social media goal is to make the information more open to public, they have more acces to to it when they use it.
6577_6072	goldLabel	a1	Social media creates a platform for social activists to find supporters and thus create bigger social movements leading to social changes.	Social media allows people to meet like minded individuals and have more fulfilling connections despite barriers.
5728_5779	goldLabel	a1	Modern communication largely occurs on social media, making it a new forum for individuals to share ideas and learn new things	Allows organisation of protests on various social justice issues, letting the individual make a bigger difference in our society
6426_5911	goldLabel	a2	Social media uses smart algorithms to determine what ideas can become viral (and usually they are the more important ones) and exposes them to the masses.	Social media lets people connect to other people with similar problems, creating support systems that are hard to find in real life.
7179_6273	goldLabel	a2	save time in your work. you can do more missions because you can easily connect withe people that you need to connect with, or people that can help you.	Social Media gives people an easy way to form social movements to take care of their interests, by sharing the group and finding people with common needs.
7213_6177	goldLabel	a2	the social media is contribute to the global economy.. people can make money in a better and easier way	Social media allows individuals who don't know each other in real life to form communities around shared interests.
6143_7141	goldLabel	a2	Allows individuals to easily share sad news (like the death of a loved one) once without the emotional burden of informing each acquaintance individually	Allows one to find connections and support on topics not represented in your local community (eg gay youth in conservative areas, forums for people dealing with rare diseases)
6633_6582	goldLabel	a2	Social media gives a platform for minorities to voice their concerns thus bringing these issues to the public's attention.	Social media allows people to crowd source ideas and trade information so that individuals with different skills can connect and create better products.
7254_5945	goldLabel	a2	Social media makes it hard for regimes to hide information from their civilians. Social media is another platform for people to criticize the government.	Social Media gives people a place to form support groups, those who want to help can easly find people who need help by forming groups and offering advices.
6956_6578	goldLabel	a2	Sociologists and psychologists can utilize social media to perform experiments and learn about behavior and inherent human nature.	people can connect between themselves in an easier way than without social media.
5997_6744	goldLabel	a2	Social media makes easier to reach a wide platform of people, meaning it's easier to grow audience, for example, for a new newspaper or a blog.	Social media provides an easy way for people to network and form professional connections that can help them in the long term.
6405_7085	goldLabel	a2	Most people wont go outside and protest or join a political movement, social media allows people to make a difference and be politically active and informed.	Social media enable making mass social experiments and servies easily, and so making the act of collecting data easier, cheaper, faster and wider spread
7179_5880	goldLabel	a2	save time in your work. you can do more missions because you can easily connect withe people that you need to connect with, or people that can help you.	People more informed: Social Media lead to constant information. Also, people are more likely to read news because articles pop up in feed, so they are more likely to be drawn to read them.
6405_5994	goldLabel	a1	Most people wont go outside and protest or join a political movement, social media allows people to make a difference and be politically active and informed.	The increased demand for high skilled tech labor due to the number of social media companies empowers workers to demand better condition and better pay.
6696_6722	goldLabel	a2	Social media allows disenfranchised people to access freely news and job offers, this allows them to stay informed and to advance their lives	Social media allows for a vast number of people to connect and raise their awareness on issues in the world that they would otherwise not be aware of.
7195_6356	goldLabel	a1	Social media enables people to talk to friends and family and learn about their lives even when they are far away, thus helping people that feel lonely or are away from their loved ones	social media can create a better world by connecting people that would have never met otherwise. it can help bring together different cultures such as create a conversation between an Israeli and an Iranian
6646_5816	goldLabel	a1	"Social media brings more good than harm because it gives ""little people"" a voice that the media denies them, as we saw when the me too movement began on Twitter."	Social media brings more good than harm because it lets people share their art and music, especially for people who would have been excluded from those industries in past decades.
6303_6269	goldLabel	a1	Social media brings more good than harm because it allows people to communicate with others whom they would never have met previously.	Social media contributes to world globalisation.people from all around the world can be in contact and exchange knowleg and information on their well being.
6646_6543	goldLabel	a2	"Social media brings more good than harm because it gives ""little people"" a voice that the media denies them, as we saw when the me too movement began on Twitter."	Social media brings more good than harm because it lets people maintain old relationships over great distance, and one indicator for lifetime happiness is how many lifelong relationships a person has.
7254_6195	goldLabel	a2	Social media makes it hard for regimes to hide information from their civilians. Social media is another platform for people to criticize the government.	Social media brings more good than harm because it helps businesses to promote themselves that might not have been able to advertise and succeed using older technologies.
6656_6393	goldLabel	a2	Social media allows politicians to connect with the public, providing the public with better and more reliable information about them.	Social media allows for information to be shared more freely, which has been an effective method for contesting government abuse and subverting censorship.
6353_6008	goldLabel	a2	social media keep and remind you all of your good experiences, so its help you to remain your satisfaction along your life.	Social media allows for the opportunity for more people to connect globally which allows for a deeper cultural exchange that can increase empathy and understanding.
6493_7213	goldLabel	a1	Social media allow people to meet other people with the same interest, no matter how far they live	the social media is contribute to the global economy.. people can make money in a better and easier way
6493_7016	goldLabel	a1	Social media allow people to meet other people with the same interest, no matter how far they live	We can stay in touch with old friends, via social media, and see what they are doing with their life
6440_7208	goldLabel	a1	Social media facilitates crowd funding, which reduces health care and emergency costs for needy families.	Social media provides an easy way for social groups to communicate and share material with individual members.
5907_7251	goldLabel	a2	Social media is a massive industry which employs tens of thousands of workers.	Social media communication services create an infrastructure for organizing protests against aggressive governments.
7016_6206	goldLabel	a2	We can stay in touch with old friends, via social media, and see what they are doing with their life	Social Media give's a lot of easy to access information, which makes people more informed.
6027_7091	goldLabel	a2	Current events can be more readily shared on social media, creating a more informed populace which general economic efficiency and democratic engagement.	Social media allows celebrities, politicians, and other public characters to create accessible platforms and spread their message.
7213_5776	goldLabel	a2	the social media is contribute to the global economy.. people can make money in a better and easier way	Social media allows for people with similar interests and values to form communities across the global, allowing for more cultural understanding and diffusion.
5713_7237	goldLabel	a2	In a busy and a noisey world, people can read news very easily via social media	Social media allows for people with social limitations such as anxiety to make connections or online friends thus lessening their loneliness.
5713_5818	goldLabel	a2	In a busy and a noisey world, people can read news very easily via social media	Social media allows people to stay in touch even if they live far away from each other.
6954_6582	goldLabel	a2	Social media allows people to share relevant life events with the people they care about without having to go through and send it to each person individually.	Social media allows people to crowd source ideas and trade information so that individuals with different skills can connect and create better products.
5802_6696	goldLabel	a1	Social media connects immediately people who live far apart. You can follow your friends and family from afar and improve your relationships with them.	Social media allows disenfranchised people to access freely news and job offers, this allows them to stay informed and to advance their lives
6722_6823	goldLabel	a1	Social media allows for a vast number of people to connect and raise their awareness on issues in the world that they would otherwise not be aware of.	Social IT allows people which are marginalized and ignored by mainstream media to have a voice, that is potentially heard by the entire population.
7167_5945	goldLabel	a1	Social media gives us a lot of new opportunities. You can find a job, an apartment or even a girlfriend though you friends and connections with a click of the mouse.	Social Media gives people a place to form support groups, those who want to help can easly find people who need help by forming groups and offering advices.
5802_7243	goldLabel	a1	Social media connects immediately people who live far apart. You can follow your friends and family from afar and improve your relationships with them.	Active dissemination of information through social media allows people to hold companies and states more accountable and makes it harder for them to hide heinous actions.
6067_7016	goldLabel	a1	Social media allows grass roots movement to more easily mobilize and spread awareness across large groups of people.	We can stay in touch with old friends, via social media, and see what they are doing with their life
6792_5713	goldLabel	a1	Social media allows for easier organization of events and event participation.	In a busy and a noisey world, people can read news very easily via social media
6285_6750	goldLabel	a2	Social media has decentralized news generation and consumption, allowing many issues such as police brutality in the United States that have been ongoing for years to finally enter the public consciousness and be addressed.	Social media allows small political parties to interact with their voters and the public in general without spending too much money, making the democratic process more equal and fair
5994_6273	goldLabel	a2	The increased demand for high skilled tech labor due to the number of social media companies empowers workers to demand better condition and better pay.	Social Media gives people an easy way to form social movements to take care of their interests, by sharing the group and finding people with common needs.
6612_5907	goldLabel	a1	Social media improves communication between friends and family members who live far away from each other.	Social media is a massive industry which employs tens of thousands of workers.
6744_7030	goldLabel	a1	Social media provides an easy way for people to network and form professional connections that can help them in the long term.	social media exposed most users to types of content they never would've seen otherwise, thus encouraging a broader mind set
5803_6974	goldLabel	a1	People can launch an online career through social media thus giving them a financial venue.	Social media allowes people to stay in touch with eachother, by sending masseges, sharing pictures, and forming groups.
7167_6405	goldLabel	a1	Social media gives us a lot of new opportunities. You can find a job, an apartment or even a girlfriend though you friends and connections with a click of the mouse.	Most people wont go outside and protest or join a political movement, social media allows people to make a difference and be politically active and informed.
7237_5869	goldLabel	a2	Social media allows for people with social limitations such as anxiety to make connections or online friends thus lessening their loneliness.	Social media allows for fast communication during environmental and social crises (people can mark themselves safe or let their friends know how things are progressing).
7094_6067	goldLabel	a1	Social media it a way to communicate with other people in the society, to tell them and share their feelings.	Social media allows grass roots movement to more easily mobilize and spread awareness across large groups of people.
6353_5776	goldLabel	a2	social media keep and remind you all of your good experiences, so its help you to remain your satisfaction along your life.	Social media allows for people with similar interests and values to form communities across the global, allowing for more cultural understanding and diffusion.
6532_6792	goldLabel	a2	Social media help to create groups of people about whatever they want	Social media allows for easier organization of events and event participation.
6907_5994	goldLabel	a1	Social media brings more good than harm because it facilitates communication in repressive countries, as we saw from Twitter's use in planning the Arab Spring.	The increased demand for high skilled tech labor due to the number of social media companies empowers workers to demand better condition and better pay.
6081_5829	goldLabel	a1	Social media brings more good than harm because it is a powerful tool to fight social isolation, which is damaging to one's physical and mental well-being, especially for house-bound people.	it is a stage for people who don't Necessarily had a chance before to shine and showcase their tallent whrether its a swedish guy uploading videos on youtube or a talented foreign singer
7167_7071	goldLabel	a1	Social media gives us a lot of new opportunities. You can find a job, an apartment or even a girlfriend though you friends and connections with a click of the mouse.	More representation: people are able to find others with similar interests and get support. Thus they have more power compared to their politicians and are able to keep them accountable
6722_6843	goldLabel	a1	Social media allows for a vast number of people to connect and raise their awareness on issues in the world that they would otherwise not be aware of.	Social media allows for a platform where everyone can freely express their thoughts and opinions, allowing for the maximized attainment of free speech.
6532_7214	goldLabel	a2	Social media help to create groups of people about whatever they want	Social media allows celebrities and institutions to disseminate information far more efficiently.
6582_6269	goldLabel	a2	Social media allows people to crowd source ideas and trade information so that individuals with different skills can connect and create better products.	Social media contributes to world globalisation.people from all around the world can be in contact and exchange knowleg and information on their well being.
6493_6353	goldLabel	a1	Social media allow people to meet other people with the same interest, no matter how far they live	social media keep and remind you all of your good experiences, so its help you to remain your satisfaction along your life.
6750_7254	goldLabel	a1	Social media allows small political parties to interact with their voters and the public in general without spending too much money, making the democratic process more equal and fair	Social media makes it hard for regimes to hide information from their civilians. Social media is another platform for people to criticize the government.
6612_6440	goldLabel	a2	Social media improves communication between friends and family members who live far away from each other.	Social media facilitates crowd funding, which reduces health care and emergency costs for needy families.
7167_6273	goldLabel	a2	Social media gives us a lot of new opportunities. You can find a job, an apartment or even a girlfriend though you friends and connections with a click of the mouse.	Social Media gives people an easy way to form social movements to take care of their interests, by sharing the group and finding people with common needs.
7060_5779	goldLabel	a1	Coordination with friends or acquaintances is easier through commonly shared platforms and social media.	Allows organisation of protests on various social justice issues, letting the individual make a bigger difference in our society
6206_7213	goldLabel	a1	Social Media give's a lot of easy to access information, which makes people more informed.	the social media is contribute to the global economy.. people can make money in a better and easier way
6076_7195	goldLabel	a2	Social media allows for connectivity to a larger number of people that you know, and even though those relationships may be shallow in many cases, this does not make them detrimental or superfluous.	Social media enables people to talk to friends and family and learn about their lives even when they are far away, thus helping people that feel lonely or are away from their loved ones
6927_5728	goldLabel	a2	Gives the ability to maintain contact across distances. This allows people to move (for example to at better job) without losing their emotional support network	Modern communication largely occurs on social media, making it a new forum for individuals to share ideas and learn new things
5818_6965	goldLabel	a1	Social media allows people to stay in touch even if they live far away from each other.	Social media allows companies to cater products and advertising to better cater peoples needs.
7233_5829	goldLabel	a1	Democracy is based on the ability of people to hear and evaluate different views and opinions about the world. before social media people where exposed only to small amount of opinions, backed by news organizations.	it is a stage for people who don't Necessarily had a chance before to shine and showcase their tallent whrether its a swedish guy uploading videos on youtube or a talented foreign singer
5782_6834	goldLabel	a1	Social media has allowed for entirely new economies to emerge, allowing more people to live middle and upper-class lifestyles while having jobs that they enjoy, such as being a social media influencer.	its corroborate connections between friends and families - you can see their during the day experiences, and than talk with them about this or do it with them also
6823_6656	goldLabel	a2	Social IT allows people which are marginalized and ignored by mainstream media to have a voice, that is potentially heard by the entire population.	Social media allows politicians to connect with the public, providing the public with better and more reliable information about them.
6956_6120	goldLabel	a1	Sociologists and psychologists can utilize social media to perform experiments and learn about behavior and inherent human nature.	help people with social anxiety to get friends and be more sociable, overcome their social anxiety
5818_6633	goldLabel	a2	Social media allows people to stay in touch even if they live far away from each other.	Social media gives a platform for minorities to voice their concerns thus bringing these issues to the public's attention.
5782_6281	goldLabel	a2	Social media has allowed for entirely new economies to emerge, allowing more people to live middle and upper-class lifestyles while having jobs that they enjoy, such as being a social media influencer.	Social media lets information travel with no censorship and thus people living in oppressive regimes can bring the truth of their situation to the rest of the world.
6834_6677	goldLabel	a1	its corroborate connections between friends and families - you can see their during the day experiences, and than talk with them about this or do it with them also	The massive revenue that social media companies earn has allowed them to reinvest their earnings into new technologies, such as automatic moderation and content organization.
6037_5880	goldLabel	a1	Social media help entertain us in our empty time. If in the past we spent a lot of time doing nothing, now we can easily catch up with our friends or look at cat video.	People more informed: Social Media lead to constant information. Also, people are more likely to read news because articles pop up in feed, so they are more likely to be drawn to read them.
6677_6281	goldLabel	a2	The massive revenue that social media companies earn has allowed them to reinvest their earnings into new technologies, such as automatic moderation and content organization.	Social media lets information travel with no censorship and thus people living in oppressive regimes can bring the truth of their situation to the rest of the world.
6543_6076	goldLabel	a1	Social media brings more good than harm because it lets people maintain old relationships over great distance, and one indicator for lifetime happiness is how many lifelong relationships a person has.	Social media allows for connectivity to a larger number of people that you know, and even though those relationships may be shallow in many cases, this does not make them detrimental or superfluous.
