id	annotatorid	label	a1	a2
3902_3883	goldLabel	a1	Fossil fuels pollute the earth and water such that it poisons the plants, animals, and people living there.	We should ban fossil fuels because even though it would be painful, the alternative is an anthropocene mass extinction.
3899_3851	goldLabel	a2	if we don't ban fossil fuels, the world will become uninhabitable. people in the future have rights, and we must protect those as well	fossil fuels are a massive polluter, the use of which leads to climate change, destruction of habitats and more natural disasters.
3909_3862	goldLabel	a2	Fossil fuels come primarily from middle eastern nation, dependence on those nations is bad and puts the United States in a vulnerable position.	We should ban fossil fuels because it will create a demand for energy that will spur massive investment in renewable energy infrastructure.
3961_4031	goldLabel	a2	Fossil fuels harms are long term and people are usually biased towards the short term, only banning can stop the harm.	Air pollution from fossil fuels creates poor air quality that contributes to asthma and other lung problems.
3997_3943	goldLabel	a1	As we run out of fossil fuels they get more and more expensive without research for an alternative, which will lead to a lack of energy crisis.	We should ban fossil fuels because it would force us to pivot to biodegradable plastics, since the most common non-biodegradable ones are oil-based.
4078_4048	goldLabel	a2	Alternative energy sources can be continually replenished through natural processes, lending them to more stable prices compared to the volatility of fossil fuels.	A ban on fossil fuels would push people to drive less and carpool more often, this would decrease traffic which would be good for the environment and productivity.
4029_4089	goldLabel	a1	We should ban fossil fuels because it will force oil-rich nations out of their resource curse and towards more diversified economies that will ultimately help their citizens more.	Many fossil fuels companies actively harm, by lobbying or buying out firms, the ability of new green energy to be produced, and this will stop
4048_3892	goldLabel	a1	A ban on fossil fuels would push people to drive less and carpool more often, this would decrease traffic which would be good for the environment and productivity.	fossil fuels are bad for the environment, they have SO2 in them that is the thing that maks acid rain and it is today harming the environment and will only be wors.
3863_3922	goldLabel	a2	there are better alternatives to fossil fuels, it only requires better technology. the problem is due to short term bias no one has currently the incentive to do the required research.	The usage of fossil fuel is highly contaminating, leading to health damages for major parts of the populations, most of them weren't the consumers or producers, and did not consent to such harms
4049_3864	goldLabel	a1	The only way to provide any space for energy alternatives to enter the market is by artificially decreasing the power of fossil fuels through a ban.	when we ban it we will force the indostry to get better and it will lower the cost of clean energy. beacouse all the enrgy resorch will be in fossil fuels
4035_3946	goldLabel	a1	We should ban fossil fuels because the industry props up some of the world's worst regimes and gives them the wealth and power to mistreat their people and war monger.	we would all benefit from living in a less polluted, slightly more expensive environment. but individually, less polluting and more expensive business models can't compete. it's a collective action problem only solvable by the state.
3943_4037	goldLabel	a1	We should ban fossil fuels because it would force us to pivot to biodegradable plastics, since the most common non-biodegradable ones are oil-based.	Global warming is happening in an extremely fast pace and the only time to stop it is now
3943_4078	goldLabel	a2	We should ban fossil fuels because it would force us to pivot to biodegradable plastics, since the most common non-biodegradable ones are oil-based.	Alternative energy sources can be continually replenished through natural processes, lending them to more stable prices compared to the volatility of fossil fuels.
3922_3892	goldLabel	a1	The usage of fossil fuel is highly contaminating, leading to health damages for major parts of the populations, most of them weren't the consumers or producers, and did not consent to such harms	fossil fuels are bad for the environment, they have SO2 in them that is the thing that maks acid rain and it is today harming the environment and will only be wors.
4043_3997	goldLabel	a1	If we ban fossil fuels, society will have no choice but to adopt clean energy technologies, which would be a step in the right direction for our environment	As we run out of fossil fuels they get more and more expensive without research for an alternative, which will lead to a lack of energy crisis.
3892_4029	goldLabel	a1	fossil fuels are bad for the environment, they have SO2 in them that is the thing that maks acid rain and it is today harming the environment and will only be wors.	We should ban fossil fuels because it will force oil-rich nations out of their resource curse and towards more diversified economies that will ultimately help their citizens more.
3863_3988	goldLabel	a2	there are better alternatives to fossil fuels, it only requires better technology. the problem is due to short term bias no one has currently the incentive to do the required research.	We currently have one main energy source . Assuming that this energy source is highly damaging, we would like to shift to another, less damaging source of energy. Banning fuels will push towards finding better alternatives.
4089_3868	goldLabel	a2	Many fossil fuels companies actively harm, by lobbying or buying out firms, the ability of new green energy to be produced, and this will stop	Fossil fuels contribute to climate change that disrupts crop patterns and allows for the spread of disease to places it previously couldn't go.
3983_3868	goldLabel	a2	The search for fossil fuels is the source of international conflict in Antarctica, a ban would stop this and the potential for escalation.	Fossil fuels contribute to climate change that disrupts crop patterns and allows for the spread of disease to places it previously couldn't go.
3863_3956	goldLabel	a2	there are better alternatives to fossil fuels, it only requires better technology. the problem is due to short term bias no one has currently the incentive to do the required research.	Gas, pipelines, and storage of fossil fuels have a tendency to leak and spill, having bad side effects even when there is good oversights that warrant banning.
4035_4043	goldLabel	a2	We should ban fossil fuels because the industry props up some of the world's worst regimes and gives them the wealth and power to mistreat their people and war monger.	If we ban fossil fuels, society will have no choice but to adopt clean energy technologies, which would be a step in the right direction for our environment
3887_4032	goldLabel	a1	The harms of fossil fuels are international and not directed specifically at the places that pollute the most, banning them is the only way to change this bad incentive structure.	There's a collective action problem: everyone wants the world to be cleaner, but the effect of every person on pollution is small so they don't want to act upon it. Only banning solves this.
3857_3946	goldLabel	a2	There is economy of scale when using different sources and the more they are used, the cheaper and more efficient they get. Fossil fuels prevent the transfer because of this.	we would all benefit from living in a less polluted, slightly more expensive environment. but individually, less polluting and more expensive business models can't compete. it's a collective action problem only solvable by the state.
4029_3864	goldLabel	a1	We should ban fossil fuels because it will force oil-rich nations out of their resource curse and towards more diversified economies that will ultimately help their citizens more.	when we ban it we will force the indostry to get better and it will lower the cost of clean energy. beacouse all the enrgy resorch will be in fossil fuels
4089_3930	goldLabel	a2	Many fossil fuels companies actively harm, by lobbying or buying out firms, the ability of new green energy to be produced, and this will stop	Technology that requires fossil fuel energy for operation are heavily poluting. Banning fossil fuels would oblige the creation of energy sources that would pollute less.
4031_4105	goldLabel	a1	Air pollution from fossil fuels creates poor air quality that contributes to asthma and other lung problems.	Large fossil fuel companies often displace indigenous communities when building new oil rigs or infrastructure.
3875_4046	goldLabel	a1	Fossil fuels will eventually run out, we should ban them before that happens so we have time to implement new energy forms without crisis.	Fossil fuels will end sometimes, and doing it gradually now will make us much more prepared to handle a non fossil fuel world
3851_3883	goldLabel	a1	fossil fuels are a massive polluter, the use of which leads to climate change, destruction of habitats and more natural disasters.	We should ban fossil fuels because even though it would be painful, the alternative is an anthropocene mass extinction.
4004_3997	goldLabel	a1	Banning fossil fuels would create a vacuum in the energy market and more companies and entrepreneurs would have the incentive to try and make better forms of energy	As we run out of fossil fuels they get more and more expensive without research for an alternative, which will lead to a lack of energy crisis.
4037_4104	goldLabel	a2	Global warming is happening in an extremely fast pace and the only time to stop it is now	The unearthing, processing, and transport of fossil fuels leads to massive land degradation that makes it unlivable and unfarmeable.
3964_4105	goldLabel	a1	Fossil fuels contribute to global warming, which will cause the inevitable heat death of the universe.	Large fossil fuel companies often displace indigenous communities when building new oil rigs or infrastructure.
4051_4105	goldLabel	a1	We should ban fossil fuels because their continued use denies our descendants their rightful patrimony of a healthy, safe Earth.	Large fossil fuel companies often displace indigenous communities when building new oil rigs or infrastructure.
3849_3892	goldLabel	a1	The environment is at a tipping point, so if we ban fossil fuels now we can reverse the damage done to it, but if we don't the damage would be irreversible	fossil fuels are bad for the environment, they have SO2 in them that is the thing that maks acid rain and it is today harming the environment and will only be wors.
3981_4094	goldLabel	a1	Fracking in the search of fossil fuels causes earth quakes and so should be banned.	Ban it will bring new green energy tech
4049_3892	goldLabel	a2	The only way to provide any space for energy alternatives to enter the market is by artificially decreasing the power of fossil fuels through a ban.	fossil fuels are bad for the environment, they have SO2 in them that is the thing that maks acid rain and it is today harming the environment and will only be wors.
3865_3875	goldLabel	a1	The damages fossil fuels cause to the environment are creating natural disasters, that eventually cause more economical harms then the benefits they create.	Fossil fuels will eventually run out, we should ban them before that happens so we have time to implement new energy forms without crisis.
3887_3857	goldLabel	a1	The harms of fossil fuels are international and not directed specifically at the places that pollute the most, banning them is the only way to change this bad incentive structure.	There is economy of scale when using different sources and the more they are used, the cheaper and more efficient they get. Fossil fuels prevent the transfer because of this.
3943_4076	goldLabel	a1	We should ban fossil fuels because it would force us to pivot to biodegradable plastics, since the most common non-biodegradable ones are oil-based.	We should ban fossil fuels because it would destroy companies like Exxon that deserve to go out of business for lying to the public and ruining millions of lives.
4037_3974	goldLabel	a2	Global warming is happening in an extremely fast pace and the only time to stop it is now	fossil fuels are harmful for the health of society because of pollution, and so government needs to ban them
4043_3892	goldLabel	a1	If we ban fossil fuels, society will have no choice but to adopt clean energy technologies, which would be a step in the right direction for our environment	fossil fuels are bad for the environment, they have SO2 in them that is the thing that maks acid rain and it is today harming the environment and will only be wors.
3943_3868	goldLabel	a2	We should ban fossil fuels because it would force us to pivot to biodegradable plastics, since the most common non-biodegradable ones are oil-based.	Fossil fuels contribute to climate change that disrupts crop patterns and allows for the spread of disease to places it previously couldn't go.
3995_3911	goldLabel	a1	Fossil fuels are inherently bad for the world; not banning it is fundamentally hurting the planet and everything we hold dear.	Fossil fuels require expensive and bulky transportation through trucks or pipes, other energy sources don't need any transportation (wind or sun) or comparatively little (biodiesel).
3917_3997	goldLabel	a1	By banning fossil fuels we are making the transition towards renewable energies faster and by doing that creating less pollution	As we run out of fossil fuels they get more and more expensive without research for an alternative, which will lead to a lack of energy crisis.
3943_3909	goldLabel	a1	We should ban fossil fuels because it would force us to pivot to biodegradable plastics, since the most common non-biodegradable ones are oil-based.	Fossil fuels come primarily from middle eastern nation, dependence on those nations is bad and puts the United States in a vulnerable position.
4048_4029	goldLabel	a1	A ban on fossil fuels would push people to drive less and carpool more often, this would decrease traffic which would be good for the environment and productivity.	We should ban fossil fuels because it will force oil-rich nations out of their resource curse and towards more diversified economies that will ultimately help their citizens more.
4096_3983	goldLabel	a1	The act of extracting energy from fossil fuels is envirinmentally damaging. The high demang for such energy due to technologically advancing world creates a massive environmental damage.	The search for fossil fuels is the source of international conflict in Antarctica, a ban would stop this and the potential for escalation.
3911_3909	goldLabel	a2	Fossil fuels require expensive and bulky transportation through trucks or pipes, other energy sources don't need any transportation (wind or sun) or comparatively little (biodiesel).	Fossil fuels come primarily from middle eastern nation, dependence on those nations is bad and puts the United States in a vulnerable position.
4105_4044	goldLabel	a2	Large fossil fuel companies often displace indigenous communities when building new oil rigs or infrastructure.	Burning fossil fuels causes emission of greenhouse gases and contribute massively to global warming and air pollution
3905_3953	goldLabel	a1	Banning fossil fuels will force and incentivize governement and corporations to find better, more viable alternatives	Fossil fuels are going to deplete soon and dependence on them should be reduced as soon as possible.
4065_4096	goldLabel	a1	A ban on fossil fuels creates an impetus for research into alternative energy sources that isn't happening right now because the presence of fossil fuels makes investing in green energy risky.	The act of extracting energy from fossil fuels is envirinmentally damaging. The high demang for such energy due to technologically advancing world creates a massive environmental damage.
3849_3863	goldLabel	a1	The environment is at a tipping point, so if we ban fossil fuels now we can reverse the damage done to it, but if we don't the damage would be irreversible	there are better alternatives to fossil fuels, it only requires better technology. the problem is due to short term bias no one has currently the incentive to do the required research.
3956_3997	goldLabel	a2	Gas, pipelines, and storage of fossil fuels have a tendency to leak and spill, having bad side effects even when there is good oversights that warrant banning.	As we run out of fossil fuels they get more and more expensive without research for an alternative, which will lead to a lack of energy crisis.
3948_4078	goldLabel	a1	We should ban fossil fuels because extracting the largest remaining deposits would destroy the Earth's last true wildernesses.	Alternative energy sources can be continually replenished through natural processes, lending them to more stable prices compared to the volatility of fossil fuels.
3899_4051	goldLabel	a2	if we don't ban fossil fuels, the world will become uninhabitable. people in the future have rights, and we must protect those as well	We should ban fossil fuels because their continued use denies our descendants their rightful patrimony of a healthy, safe Earth.
3892_4000	goldLabel	a2	fossil fuels are bad for the environment, they have SO2 in them that is the thing that maks acid rain and it is today harming the environment and will only be wors.	By banning fossil fuels we jump start initiatives trying to invent alternative energies. especially since most of the green energy companies are currently being bought out by big oil companies to hamstring their development
4050_3862	goldLabel	a2	Global warming created by fossil fuels then creates the conditions that displace millions of refugees.	We should ban fossil fuels because it will create a demand for energy that will spur massive investment in renewable energy infrastructure.
4065_4076	goldLabel	a1	A ban on fossil fuels creates an impetus for research into alternative energy sources that isn't happening right now because the presence of fossil fuels makes investing in green energy risky.	We should ban fossil fuels because it would destroy companies like Exxon that deserve to go out of business for lying to the public and ruining millions of lives.
4067_3898	goldLabel	a2	We are killing our planet and nothing is more important than this	Banning fossil fuels will lead to quicker research on alternatives, that will be better for the world.
3897_3905	goldLabel	a2	Fossil fuel companies often have incredibly bad and dangerous working conditions.	Banning fossil fuels will force and incentivize governement and corporations to find better, more viable alternatives
4089_3948	goldLabel	a2	Many fossil fuels companies actively harm, by lobbying or buying out firms, the ability of new green energy to be produced, and this will stop	We should ban fossil fuels because extracting the largest remaining deposits would destroy the Earth's last true wildernesses.
3922_3864	goldLabel	a1	The usage of fossil fuel is highly contaminating, leading to health damages for major parts of the populations, most of them weren't the consumers or producers, and did not consent to such harms	when we ban it we will force the indostry to get better and it will lower the cost of clean energy. beacouse all the enrgy resorch will be in fossil fuels
4051_3961	goldLabel	a1	We should ban fossil fuels because their continued use denies our descendants their rightful patrimony of a healthy, safe Earth.	Fossil fuels harms are long term and people are usually biased towards the short term, only banning can stop the harm.
3946_3849	goldLabel	a2	we would all benefit from living in a less polluted, slightly more expensive environment. but individually, less polluting and more expensive business models can't compete. it's a collective action problem only solvable by the state.	The environment is at a tipping point, so if we ban fossil fuels now we can reverse the damage done to it, but if we don't the damage would be irreversible
3965_3953	goldLabel	a2	A ban on fossil fuels demonstrates a commitment to energy alternatives and the environment that will signal to individual citizens they should also start caring.	Fossil fuels are going to deplete soon and dependence on them should be reduced as soon as possible.
3900_3961	goldLabel	a2	Burning oil, gas, and coal released carbon dioxide that causes ocean acidification and kills sea life.	Fossil fuels harms are long term and people are usually biased towards the short term, only banning can stop the harm.
4043_4076	goldLabel	a1	If we ban fossil fuels, society will have no choice but to adopt clean energy technologies, which would be a step in the right direction for our environment	We should ban fossil fuels because it would destroy companies like Exxon that deserve to go out of business for lying to the public and ruining millions of lives.
3968_3892	goldLabel	a1	There are currently enough alternative, cleaner energy sources, that are not developed because they are more expensive in the short term. If fossil fuels are banned, they will develop much quicker.	fossil fuels are bad for the environment, they have SO2 in them that is the thing that maks acid rain and it is today harming the environment and will only be wors.
3956_3864	goldLabel	a1	Gas, pipelines, and storage of fossil fuels have a tendency to leak and spill, having bad side effects even when there is good oversights that warrant banning.	when we ban it we will force the indostry to get better and it will lower the cost of clean energy. beacouse all the enrgy resorch will be in fossil fuels
3905_4078	goldLabel	a2	Banning fossil fuels will force and incentivize governement and corporations to find better, more viable alternatives	Alternative energy sources can be continually replenished through natural processes, lending them to more stable prices compared to the volatility of fossil fuels.
3849_4089	goldLabel	a1	The environment is at a tipping point, so if we ban fossil fuels now we can reverse the damage done to it, but if we don't the damage would be irreversible	Many fossil fuels companies actively harm, by lobbying or buying out firms, the ability of new green energy to be produced, and this will stop
3865_4048	goldLabel	a1	The damages fossil fuels cause to the environment are creating natural disasters, that eventually cause more economical harms then the benefits they create.	A ban on fossil fuels would push people to drive less and carpool more often, this would decrease traffic which would be good for the environment and productivity.
4051_3997	goldLabel	a2	We should ban fossil fuels because their continued use denies our descendants their rightful patrimony of a healthy, safe Earth.	As we run out of fossil fuels they get more and more expensive without research for an alternative, which will lead to a lack of energy crisis.
4035_3875	goldLabel	a2	We should ban fossil fuels because the industry props up some of the world's worst regimes and gives them the wealth and power to mistreat their people and war monger.	Fossil fuels will eventually run out, we should ban them before that happens so we have time to implement new energy forms without crisis.
3964_3961	goldLabel	a1	Fossil fuels contribute to global warming, which will cause the inevitable heat death of the universe.	Fossil fuels harms are long term and people are usually biased towards the short term, only banning can stop the harm.
3892_4065	goldLabel	a2	fossil fuels are bad for the environment, they have SO2 in them that is the thing that maks acid rain and it is today harming the environment and will only be wors.	A ban on fossil fuels creates an impetus for research into alternative energy sources that isn't happening right now because the presence of fossil fuels makes investing in green energy risky.
3898_3953	goldLabel	a2	Banning fossil fuels will lead to quicker research on alternatives, that will be better for the world.	Fossil fuels are going to deplete soon and dependence on them should be reduced as soon as possible.
4096_3968	goldLabel	a1	The act of extracting energy from fossil fuels is envirinmentally damaging. The high demang for such energy due to technologically advancing world creates a massive environmental damage.	There are currently enough alternative, cleaner energy sources, that are not developed because they are more expensive in the short term. If fossil fuels are banned, they will develop much quicker.
4104_3961	goldLabel	a1	The unearthing, processing, and transport of fossil fuels leads to massive land degradation that makes it unlivable and unfarmeable.	Fossil fuels harms are long term and people are usually biased towards the short term, only banning can stop the harm.
4000_3864	goldLabel	a1	By banning fossil fuels we jump start initiatives trying to invent alternative energies. especially since most of the green energy companies are currently being bought out by big oil companies to hamstring their development	when we ban it we will force the indostry to get better and it will lower the cost of clean energy. beacouse all the enrgy resorch will be in fossil fuels
3935_4048	goldLabel	a1	Fossil fuels create huge future harms, and would destroy the planet, but because of a moral hazard, and cheaper costs, are still used extensively, even when the consequences are clear	A ban on fossil fuels would push people to drive less and carpool more often, this would decrease traffic which would be good for the environment and productivity.
3968_3946	goldLabel	a1	There are currently enough alternative, cleaner energy sources, that are not developed because they are more expensive in the short term. If fossil fuels are banned, they will develop much quicker.	we would all benefit from living in a less polluted, slightly more expensive environment. but individually, less polluting and more expensive business models can't compete. it's a collective action problem only solvable by the state.
4050_4094	goldLabel	a1	Global warming created by fossil fuels then creates the conditions that displace millions of refugees.	Ban it will bring new green energy tech
4078_3898	goldLabel	a1	Alternative energy sources can be continually replenished through natural processes, lending them to more stable prices compared to the volatility of fossil fuels.	Banning fossil fuels will lead to quicker research on alternatives, that will be better for the world.
4049_3983	goldLabel	a1	The only way to provide any space for energy alternatives to enter the market is by artificially decreasing the power of fossil fuels through a ban.	The search for fossil fuels is the source of international conflict in Antarctica, a ban would stop this and the potential for escalation.
3968_4089	goldLabel	a1	There are currently enough alternative, cleaner energy sources, that are not developed because they are more expensive in the short term. If fossil fuels are banned, they will develop much quicker.	Many fossil fuels companies actively harm, by lobbying or buying out firms, the ability of new green energy to be produced, and this will stop
3922_3997	goldLabel	a1	The usage of fossil fuel is highly contaminating, leading to health damages for major parts of the populations, most of them weren't the consumers or producers, and did not consent to such harms	As we run out of fossil fuels they get more and more expensive without research for an alternative, which will lead to a lack of energy crisis.
3961_4087	goldLabel	a2	Fossil fuels harms are long term and people are usually biased towards the short term, only banning can stop the harm.	We are specifically at a turning point in climate change and environmental damage that requires action now before it is too late.
3988_3946	goldLabel	a1	We currently have one main energy source . Assuming that this energy source is highly damaging, we would like to shift to another, less damaging source of energy. Banning fuels will push towards finding better alternatives.	we would all benefit from living in a less polluted, slightly more expensive environment. but individually, less polluting and more expensive business models can't compete. it's a collective action problem only solvable by the state.
3862_3868	goldLabel	a2	We should ban fossil fuels because it will create a demand for energy that will spur massive investment in renewable energy infrastructure.	Fossil fuels contribute to climate change that disrupts crop patterns and allows for the spread of disease to places it previously couldn't go.
4067_4044	goldLabel	a2	We are killing our planet and nothing is more important than this	Burning fossil fuels causes emission of greenhouse gases and contribute massively to global warming and air pollution
3953_3974	goldLabel	a2	Fossil fuels are going to deplete soon and dependence on them should be reduced as soon as possible.	fossil fuels are harmful for the health of society because of pollution, and so government needs to ban them
4048_3995	goldLabel	a1	A ban on fossil fuels would push people to drive less and carpool more often, this would decrease traffic which would be good for the environment and productivity.	Fossil fuels are inherently bad for the world; not banning it is fundamentally hurting the planet and everything we hold dear.
4096_4043	goldLabel	a2	The act of extracting energy from fossil fuels is envirinmentally damaging. The high demang for such energy due to technologically advancing world creates a massive environmental damage.	If we ban fossil fuels, society will have no choice but to adopt clean energy technologies, which would be a step in the right direction for our environment
3948_4105	goldLabel	a1	We should ban fossil fuels because extracting the largest remaining deposits would destroy the Earth's last true wildernesses.	Large fossil fuel companies often displace indigenous communities when building new oil rigs or infrastructure.
4089_3909	goldLabel	a1	Many fossil fuels companies actively harm, by lobbying or buying out firms, the ability of new green energy to be produced, and this will stop	Fossil fuels come primarily from middle eastern nation, dependence on those nations is bad and puts the United States in a vulnerable position.
4105_3900	goldLabel	a2	Large fossil fuel companies often displace indigenous communities when building new oil rigs or infrastructure.	Burning oil, gas, and coal released carbon dioxide that causes ocean acidification and kills sea life.
4049_3862	goldLabel	a2	The only way to provide any space for energy alternatives to enter the market is by artificially decreasing the power of fossil fuels through a ban.	We should ban fossil fuels because it will create a demand for energy that will spur massive investment in renewable energy infrastructure.
4065_4032	goldLabel	a1	A ban on fossil fuels creates an impetus for research into alternative energy sources that isn't happening right now because the presence of fossil fuels makes investing in green energy risky.	There's a collective action problem: everyone wants the world to be cleaner, but the effect of every person on pollution is small so they don't want to act upon it. Only banning solves this.
3883_4050	goldLabel	a2	We should ban fossil fuels because even though it would be painful, the alternative is an anthropocene mass extinction.	Global warming created by fossil fuels then creates the conditions that displace millions of refugees.
3995_3875	goldLabel	a2	Fossil fuels are inherently bad for the world; not banning it is fundamentally hurting the planet and everything we hold dear.	Fossil fuels will eventually run out, we should ban them before that happens so we have time to implement new energy forms without crisis.
3857_3933	goldLabel	a2	There is economy of scale when using different sources and the more they are used, the cheaper and more efficient they get. Fossil fuels prevent the transfer because of this.	Fossil fuels are highly pollutive and a major contributor to global warming. Banning them would create a much better environment and contribute to human health.
3899_3956	goldLabel	a1	if we don't ban fossil fuels, the world will become uninhabitable. people in the future have rights, and we must protect those as well	Gas, pipelines, and storage of fossil fuels have a tendency to leak and spill, having bad side effects even when there is good oversights that warrant banning.
3909_3983	goldLabel	a2	Fossil fuels come primarily from middle eastern nation, dependence on those nations is bad and puts the United States in a vulnerable position.	The search for fossil fuels is the source of international conflict in Antarctica, a ban would stop this and the potential for escalation.
4043_4032	goldLabel	a1	If we ban fossil fuels, society will have no choice but to adopt clean energy technologies, which would be a step in the right direction for our environment	There's a collective action problem: everyone wants the world to be cleaner, but the effect of every person on pollution is small so they don't want to act upon it. Only banning solves this.
4105_3898	goldLabel	a2	Large fossil fuel companies often displace indigenous communities when building new oil rigs or infrastructure.	Banning fossil fuels will lead to quicker research on alternatives, that will be better for the world.
3948_3897	goldLabel	a1	We should ban fossil fuels because extracting the largest remaining deposits would destroy the Earth's last true wildernesses.	Fossil fuel companies often have incredibly bad and dangerous working conditions.
3897_3910	goldLabel	a2	Fossil fuel companies often have incredibly bad and dangerous working conditions.	Fossil fuels pollute and cause a lot of diseases
4051_3883	goldLabel	a1	We should ban fossil fuels because their continued use denies our descendants their rightful patrimony of a healthy, safe Earth.	We should ban fossil fuels because even though it would be painful, the alternative is an anthropocene mass extinction.
4067_3905	goldLabel	a2	We are killing our planet and nothing is more important than this	Banning fossil fuels will force and incentivize governement and corporations to find better, more viable alternatives
